id,count,type,name
251,1,O,David Griffith
252,1,O,Will
253,26,O,IceArmy
254,1,O,Larry Gilbert
255,7,O,Robert Williamson
256,1,O,zechiel
257,9,O,Danny Wang
258,1,O,Oleg Andreev
259,1,O,Viorel Dram
260,3,O,Joe Gornick
261,1,O,Nerzahd
262,6,O,Aditya Ivaturi
263,2,O,unknown
264,2,O,Jon Lund Steffensen
265,3,O,Nick Rowe
266,1,O,Gregor Martynus
267,2,O,Richard Schwab
268,1,O,Sander Kleykens
269,1,O,Alex Whitman
270,2,O,Paul Dixon
271,1,O,Julien Ammous
272,3,O,Silvio
273,9,O,Nathan Rajlich
274,1,O,Niek van der Maas
275,1,O,Daniel Aleksandersen
276,1,O,Rob Terrell
277,1,O,Bartosz Nitka
278,6,O,Kapil Reddy
279,5,O,Erik Dubbelboer
280,2,O,Alexey Palazhchenko
281,3,O,Dennis Kaarsemaker
282,1,O,sujal
283,3,O,M. Scott Ford
284,1,O,Dunk Fordyce
285,46,O,Robert Gieseke
286,17,O,Francisco Souza
287,1,O,Ville Lautanala
288,1,O,Ismael Celis
289,1,O,Peter Jihoon Kim
290,1,O,Weston Ruter
291,3,O,Jon Turner
292,4,O,Gabor Torok
293,5,O,Wouter de Bie
294,1,O,Wouter de Bie
295,2,O,Matthias Bartelmeß
296,3,O,mattn
297,1,O,John-David Dalton
298,1,O,Antoine Imbert
299,2,O,Greg Musick
300,1,O,Diego Lagunas
301,2,O,Scott Howard
302,2,O,Thomas Shufps
303,2,O,István Miklós Antal
304,6,O,jevonx
305,2,O,Jim McDonald
306,1,O,Deng Yu
307,1,O,Nickolai Zeldovich
308,1,O,Maciej Małecki
309,1,O,Chuck LeDuc Díaz
310,2,O,Matt Mead
311,1,O,Will Yager
312,2,O,Gregor Crinklebine
313,3,O,martende
314,1,O,Jowbob
315,1,O,Paul Sheppard
316,1,O,ecin
317,1,O,Nathan Marley
318,2,O,Jorge Bejar
319,2,O,Daniel Larimer
320,2,O,Anthony Catel
321,2,O,Nicolai S
322,1,O,Timon Rapp
323,1,O,Philip Arndt
324,13,O,Patrick Strateman
325,2,O,constantined
326,2,O,Vaclav Vobornik
327,2,O,crazik
328,1,O,Evan
329,1,O,Dan Moore
330,2,O,Farooq Mela
331,1,O,Ben Lowery
332,3,O,grayleonard
333,2,O,meighti
334,1,O,Nick Presta
335,1,O,Ashley Holman
336,1,O,Andreas Leitgeb
337,5,O,Josh Lehan
338,1,O,Andrew Aldridge
339,1,O,Soroush Rabiei
340,1,O,Nathanael Anderson
341,1,O,Christopher S. Case
342,1,O,Aaron Heckmann
343,8,O,Jay Weisskopf
344,1,O,Vivek Galatage
345,1,O,Cristian Ciupitu
346,12,O,Azat Khuzhin
347,2,O,Barosl LEE
348,5,O,knokknok
349,4,O,Weicheng
350,5,O,Christian Amor Kvalheim
351,3,O,Nick Salkowski
352,4,O,Thibaut Lamadon
353,4,O,Sietse Brouwer
354,5,O,Jim Hester
355,4,O,Noam Ross
356,1,O,Sean Walberg
357,1,O,Rock Lee
358,7,O,Johan Tolö
359,5,O,Richard Cotton
360,2,O,trevor
361,1,O,Myq Larson
362,3,O,Nacho Caballero
363,7,O,Michel Kuhlmann
364,2,O,Raj Dudi
365,109,O,Jeff Garzik
366,21,O,Taiyun
367,4,O,Fredrik Danerklint
368,1,O,Alastair Andrew
369,12,O,Cássio M. M. Pereira
370,1,O,Chris Double
371,1,O,knokknok
372,1,O,Ilya Maykov
373,1,O,Chris J. Lee
374,3,O,Wush Wu
375,5,O,Alex Zvoleff
376,5,O,Sergiu Cociug
377,6,O,Jonathan Keane
378,5,O,Thomas Torsney-Weir
379,1,O,Brian McKenna
380,2,O,Simon Dean
381,1,O,Andrew LeCody
382,4,O,Ignacio Burgueño
383,3,O,
384,5,O,Kirill Berezin
385,1,O,Eric Peterson
386,1,O,Kuroneko Michael
387,1,O,Roelof
388,1,O,Stephen Compall
389,1,O,vhf / victor felder
390,2,O,bitsofproof
391,2,O,Joseph Rollinson
392,1,O,Michael H. Cox
393,2,O,danda
394,2,O,juliankrispel
395,1,O,Ben Combee
396,159,O,Sunny King
397,1,O,Wilson Júnior
398,1,O,Trevor North
399,1,O,Arun Kumar Jain
400,6,O,Sergey
401,1,O,
402,1,O,pankkake
403,1,O,Reed G. Law
404,6,O,Keith Winstein
405,89,O,Jamie Mason
406,2,O,theuni
407,3,O,Fred Wang
408,1,O,Mike McQuaid
409,1,O,Ran Bar-Zik
410,3,O,Jason Toffaletti
411,5,O,James McLaughlin
412,4,O,Joseph Rollinson
413,4,O,Dmitry Parshin
414,1,O,cole
415,5,O,Shola Oyedele
416,3,O,Max Cantor
417,1,O,krohling
418,1,O,John K. Luebs
419,1,O,Artem Baranovskiy
420,1,O,root
421,5,O,Richard Smith
422,26,O,Scott Nadal
423,1,O,root
424,2,O,Balthazar
425,37,O,Balthazar
426,27,O,alex
427,1,O,root
428,1,O,root
429,9,O,pocopoco
430,12,O,Nameshar
431,1,O,arthurbailao
432,1,O,Ilya A. Kovalenko
433,1,O,defaced
434,4,O,Tariq Bashir
435,1,O,Jônatas Pedraza
436,2,O,lZl
437,1,O,Daniel
438,2,O,Andrew Chin
439,12,O,Timo J. Rinne
440,1,O,Philipp Haselwarter
441,59,O,Anders Kaseorg
442,19,O,Anton Lundin
443,11,O,Alex Chernyakhovsky
444,2,O,sqweek
445,1,O,Alexander von Gernler
446,1,O,Kevin Ballard
447,11,O,Peter Iannucci
448,1,O,Giacomo Olgeni
449,99,O,Keegan McAllister
450,1,O,Ira Cooper
451,2,O,Sergey S Yaglov
452,1,O,Xi Wang
453,2,O,Timo Sirainen
454,1,O,Daniel Drown
455,6,O,Massimo Gengarelli
456,1,O,Ryan Steinmetz
457,23,O,Quentin Smith
458,6,O,Jay Freeman (saurik)
459,1,O,Brandon L Black
460,1,O,Ed Schouten
461,1,O,Joshua Pollack
462,1,O,Alexander Rapp
463,1,O,Daniel O'Connor
464,1,O,Andy Stewart
465,1,O,Andy Smith
466,1,O,Peter Jeremy
467,2,O,Benjamin Kaduk
468,3,O,Calvin Owens
469,2,O,Austin Roach
470,1,O,Patrick Brown
471,3,O,John Cinnamond
472,1,O,Rupert Bedford
473,1,O,kumaresan
474,1,O,Nelson Elhage
475,2,O,seph
476,1,O,Taral
477,2,O,Geoff Reedy
478,1,O,Di Wu
479,1,O,Will Ashford
480,1,O,Dominic White
481,1,O,Pat Pannuto
482,1,O,Philipp Klenze
483,1,O,Akinori MUSHA
484,1,O,Peter Collingbourne
485,2,O,Aviad Reich
486,4,O,Bazyli Brzóska
487,4,O,Malte Kraus
488,1,O,Richard Schwab
489,7,O,Reini Urban
490,1,O,Petter Reinholdtsen
491,2,O,Rubén Darío Ponticelli
492,1,O,interfect
493,1,O,Adam Novak
494,1,O,David Grogan
495,1,O,Sanjay Ghemawat
496,1,O,Mike Austin
497,3,O,Christophe Benz
498,2,O,Christophe Benz
499,1,O,Ali Razeen
500,2,O,Joonas Kuorilehto
501,1,O,Ben Arblaster
502,1,O,David Bishop
503,19,O,Timo Sirainen
504,1,O,Alessandro Portale
505,1,O,Dhaivat Pandya
506,1,O,Paul Betts
507,1,O,JP Sugarbroad
508,1,O,Eric Lombrozo
509,7,O,Andrey Alekseenko
510,2,O,Adrian Yanes
511,2,O,Pi
512,7,O,grimd34th
513,5,O,Robin Owens
514,1,O,default
515,1,O,Arnav Singh
516,5,O,kjj2
517,2,O,Alex
518,18,O,JoelKatz
519,1,O,Virgil Dupras
520,1,O,Nick Stenning
521,3,O,rmiraclewhip
522,6,O,Xfurry
523,3,O,NeatElves
524,70,O,Schmoozerd
525,2,O,Andreas
526,218,O,Сергей AKA /dev/rsa
527,1,O,Den
528,4,O,Yaki Khadafi
529,21,O,Andrew Vermie
530,19,O,
531,4,O,evil-at-wow
532,6,O,Reamer
533,1,O,ImperialXT
534,3,O,cyberium
535,16,O,stfx
536,2,O,FailZorD
537,1,O,Russell Smith
538,13,O,Xfurry
539,11,O,
540,21,O,bugeyedcreepy
541,1,O,ZuSe
542,1,O,zergtmn
543,2,O,antiroot
544,1,O,Kaelima
545,1,O,Azelen
546,1,O,darkstalker
547,1,O,michalpolko
548,23,O,Bratumił Rynkiewicz
549,1,O,TOM_RUS
550,4,O,PSZ
551,8,O,Nighoo
552,1,O,MacWarriors
553,3,O,Klark20
554,7,O,zergtmn
555,6,O,sixsixnine
556,1,O,Quriq14
557,1,O,Hundekuchen
558,1,O,Forusim
559,1,O,pasdVn
560,1,O,Astoria
561,3,O,virusav
562,1,O,DasBlub
563,4,O,breakwater
564,8,O,Vinolentus
565,1,O,evil-at-wow
566,1,O,mns
567,1,O,Alex
568,2,O,Nighoo
569,19,O,Laise
570,1,O,pabzea
571,1,O,morphau
572,2,O,Daniel S. Reichenbach
573,1,O,Midna
574,2,O,Lightguard
575,1,O,bastili
576,1,O,TOM_RUS
577,1,O,Shauren
578,2,O,Vinolentus
579,1,O,Alex
580,12,O,Vladimir
581,1,O,Lynx3d
582,1,O,darkstalker
583,1,O,herrtrigger
584,1,O,Pyromaniac
585,1,O,rowman
586,2,O,Schmoozerd
587,1,O,Matthew Redmond
588,8,O,Ricardo Correia
589,3,O,Jean-Sébastien Ney
590,20,O,Jeff Garzik
591,1,O,Alexander Færøy
592,169,O,Insider
593,47,O,Mathias Stearn
594,1,O,Ismael Olea
595,25,O,Scott Hernandez
596,14,O,Kristina
597,5,O,Ben Noordhuis
598,1,O,Chris Dickinson
599,16,O,Andrew C. Morrow
600,26,O,Corey Richardson
601,6,O,Tóth Tamás
602,3,O,Thomas LE ROUX
603,1,O,Peter Faiman
604,3,O,BogDan Vatra
605,13,O,Peter Griess
606,1,O,Simon
607,14,O,Bertrand Paquet
608,1,O,Martell Malone
609,1,O,Brian Gianforcaro
610,1,O,Andre Louis Caron
611,13,O,David Gwynne
612,1,O,Randy Rizun
613,3,O,Ivo Raisr
614,1,O,André Caron
615,3,O,ry
616,1,O,Paul Querna
617,4,O,Jeff Donner
618,1,O,Fouad Mardini
619,4,O,josh rotenberg
620,12,O,Jon Kolb
621,3,O,Tim Becker
622,9,O,Sean Cunningham
623,1,O,Salman
624,2,O,Aman Gupta
625,34,O,Lu Guanqun
626,17,O,Daris A Nevil
627,3,O,Paul Sadauskas
628,1,O,M B
629,2,O,Mark Nottingham
630,7,O,Caeies
631,18,O,Kato Kazuyoshi
632,1,O,Andrew Paprocki
633,1,O,Victor Boivie
634,1,O,Carlos Martín Nieto
635,1,O,Neil Hooey
636,7,O,Yakov Markovitch
637,2,O,Antonin Amand
638,2,O,
639,1,O,jiefoxi
640,37,O,Tad Marshall
641,1,O,Sergey Avseyev
642,2,O,Derick Rethans
643,2,O,Kevin Matulef
644,1,O,Juan José Pereira
645,4,O,r-stu31
646,60,O,Greg Studer
647,21,O,Ben Becker
648,1,O,Nathaniel McCallum
649,1,O,Ted Behling
650,1,O,Ross Lawley
651,1,O,Hideyuki Tanaka
652,3,O,Shannon Weyrick
653,5,O,Patrik Stutz
654,3,O,Nosh Petigara
655,1,O,yan
656,3,O,osheroff
657,3,O,Tyler Brock
658,1,O,陈绪元
659,2,O,Cam Swords
660,1,O,Josh Klontz
661,2,O,Victor Kabdebon
662,2,O,Simson L. Garfinkel
663,7,O,Andrew McFague
664,2,O,James M Snell
665,7,O,Vincent Bernat
666,1,O,JP
667,1,O,Howard Mao
668,1,O,Waitman Gobble
669,1,O,David Weekly
670,9,O,Matt Dannenberg
671,1,O,Evan Broder
672,89,O,Eric Milkie
673,2,O,devimplode
674,4,O,Erich Siedler
675,1,O,Siddharth Singh
676,2,O,Jeremy Mikola
677,2,O,Stephen Steneker
678,3,O,Sam Kleinman
679,1,O,Anthony BARRE
680,2,O,Steve Briskin
681,1,O,harold cooper
682,10,O,Gaetano
683,6,O,Guilhem Lettron
684,4,O,Asya Kamsky
685,1,O,Gary J. Murakami
686,2,O,Postmodern
687,8,O,jcesareo
688,1,O,Sven-Hendrik Haase
689,10,O,Andrea Lattuada
690,1,O,kimura wataru
691,1,O,Rex Morgan
692,1,O,Adam Comerford
693,1,O,Steve Ridout
694,6,O,Benedikt Waldvogel
695,1,O,Charlie Savage
696,1,O,Pascal Borreli
697,1,O,Testo
698,3,O,Jonas Haag
699,1,O,David Glasser
700,3,O,J. Randall Hunt
701,3,O,charsyam
702,1,O,Abhijit Pawar
703,2,O,Stephen Lee
704,2,O,Ian Whalen
705,1,O,chenzhongliang
706,1,O,patrikfors
707,3,O,Abe
708,1,O,Kommit
709,1,O,Joel Kaartinen
710,5,O,tmtmtm
711,6,O,Felix
712,1,O,Miquella
713,1,O,Alexander Azarov
714,1,O,Mathieu Turcotte
715,14,O,Ernie Hershey
716,2,O,Craig Wilson
717,5,O,Hiroaki Kubota
718,2,O,Barrie Segal
719,1,O,ashaffer
720,26,O,David Hows
721,1,O,Ilya Shipitsin
722,1,O,Stephen Benjamin
723,10,O,Robert J. Moore
724,7,O,Sridhar Nanjundeswaran
725,1,O,Sebastian Jeltsch
726,1,O,saml
727,3,O,Vasily Mikryukov
728,2,O,Andre de Frere
729,1,O,Christian Hergert
730,14,O,A. Jesse Jiryu Davis
731,1,O,Xie Zhenye
732,31,O,Andrew Emil
733,1,O,Thomas Rückstieß
734,2,O,Spencer Rinehart
735,2,O,Xiuming Chen
736,6,O,Dmitry Konishchev
737,6,O,Justin Thomas
738,2,O,Alexis Midon
739,1,O,Snebjorn
740,2,O,Johan Hedin
741,7,O,Veres Lajos
742,1,O,Saif Hakim
743,1,O,Andreas Heck
744,1,O,Lahoucine BENLAHMR
745,1,O,Dmitry Naumov
746,5,O,Aricg
747,1,O,Idan Kamara
748,1,O,Hannes Magnusson
749,1,O,Gianfranco Palumbo
750,1,O,Oleg Rekutin
751,16,O,Eric Daniels
752,1,O,msven
753,5,O,Samantha Ritter
754,1,O,william-tan
755,2,O,Siyuan Zhou
756,2,O,Daniel Folkinshteyn
757,9,O,Tim Niemueller
758,29,O,Dwight Merriman
759,1,O,Mohit Srivastava
760,4,O,Kyle Erf
761,4,O,Phillip Quiza
762,2,O,David Ribba
763,1,O,nosqldb
764,1,O,Amalia Hawkins
765,1,O,Andrew Erlichson
766,26,O,Alberto Lerner
767,17,O,Randolph Tan
768,60,O,Daniel Pasette
769,12,O,hkhalsa
770,44,O,Spencer T Brody
771,14,O,Andy Schwerin
772,21,O,Shaun Verch
773,13,O,Abhijit Pawar
774,18,O,j. rassi
775,39,O,Eliot
776,1,O,Hiroaki.Kubota
777,1,O,Dmitry Prokoptsev
778,1,O,Aaron
779,1,O,Daniel Tahara
780,3,O,David Schneider
781,1,O,James Blackburn
782,1,O,Gaetano
783,2,O,David Graf
784,2,O,Annie Chin
785,1,O,Timo Savola
786,12,O,ijammy
787,2,O,Clark Gaebel
788,1,O,Rob LaRubbio
789,15,O,Michael Bemmerl
790,3,O,cjdelisle
791,2,O,Alex Waters
792,2,O,Karl Seguin
793,4,O,Walter Stanish
794,1,O,Jason Williams
795,6,O,Reid Morrison
796,1,O,Nick Bruun
797,1,O,nw
798,1,O,Nick Tarleton
799,17,O,Daris Nevil
800,1,O,Kyle Erf
801,2,O,Andreas Nilsson
802,1,O,mohyt
803,10,O,Jens Rantil
804,1,O,Brian Hatfield
805,2,O,Nathaniel Cook
806,1,O,Potamianos Gregory
807,1,O,Karen Etheridge
808,1,O,Jacob
809,4,O,Johan Bergström
810,1,O,Joel Bradshaw
811,7,O,Nico Taing
812,10,O,Isaac Jurado
813,1,O,Khalahan
814,1,O,Michael Fellinger
815,5,O,David Rasch
816,1,O,Daniel
817,5,O,Jon Cooper
818,2,O,Dean Lee
819,3,O,Spencer Jackson
820,3,O,fos83
821,2,O,Julio Viera
822,3,O,Derek Smith
823,1,O,Tony Arkles
824,1,O,Artem Veremey
825,3,O,Davies Liu
826,2,O,Kaspar Schiess
827,1,O,Santi Saez
828,1,O,Stuart R. Anderson
829,1,O,mark
830,7,O,Celil
831,1,O,Andrew Bennett
832,5,O,Daniel Beardsley
833,1,O,Vadim A. Misbakh-Soloviov
834,1,O,flower
835,1,O,David Joos
836,1,O,Shannen Saez
837,2,O,Venkatesh Srinivas
838,1,O,Ole Michaelis
839,1,O,Trevor Wennblom
840,7,O,david raistrick
841,1,O,Steven Lewis
842,1,O,Fabian H jr.
843,3,O,Jamie Rumbelow
844,1,O,Robie Basak
845,1,O,Undergarun
846,2,O,Christoph Koke
847,1,O,Trunks9809
848,5,O,Ash
849,1,O,Abraham Jewowich
850,1,O,Thiago Carvalho
851,1,O,genjix
852,5,O,Dawid Spiechowicz
853,3,O,netcho
854,1,O,Patrick Varilly
855,3,O,James Wahlin
856,2,O,ZuSe
857,2,O,Mislav Blažević
858,1,O,Norberto
859,1,O,raphfrk
860,1,O,
861,1,O,Stephen Cuppett
862,1,O,Aleksey Sivokon
863,1,O,samuelgarciamartinez
864,2,O,Joseph Kwasniewski
865,5,O,Akshay Nathan
866,1,O,Alberto Pose
867,6,O,Limur
868,1,O,przemratajczak
869,1,O,tibbi
870,4,O,Derek Chen-Becker
871,1,O,Mike Morearty
872,1,O,Ismael Juma
873,1,O,MIchael Thorpe
874,1,O,Valerian
875,3,O,Uladzimir Abramchuk
876,1,O,Dmitry Bushev
877,2,O,Christoffer Sawicki
878,9,O,kenji yoshida
879,1,O,Gerrit
880,45,M,Heather Miller
881,18,O,Szabolcs Berecz
882,1,O,James Roper
883,29,O,Viktor Klang (√)
884,3,O,Rich Dougherty
885,1,O,Stephen Judkins
886,1,O,Evgeny Kotelnikov
887,5,O,George Leontiev
888,389,M,Josh Suereth
889,14,O,Nada Amin
890,56,O,Den Shabalin
891,1,O,Alden Torres
892,1,O,Michael Bayne
893,1,O,Rike-Benjamin Schuppner
894,3,O,Yung-Luen Lan
895,3,O,Heejong Lee
896,13,O,Paolo G. Giarrusso
897,477,M,Jason Zaugg
898,6,O,Seth Tisue
899,1981,M,Paul Phillips
900,1,O,Dan Brown
901,1,O,Robin Stocker
902,1,O,Peter Vlugter
903,2,O,Dan Rosen
904,2,O,Johannes Rudolph
905,4,O,Havoc Pennington
906,517,O,Philipp Haller
907,40,O,Eugene Vigdorchik
908,20,O,Roland Kuhn
909,1,O,Scott R. Parish
910,2,O,Yaroslav Klymko
911,2,O,Vojin Jovanovic
912,3,O,Prashant Sharma
913,1,M,cunei
914,4,O,Mirco Dotta
915,918,M,Adriaan Moors
916,1,O,Manabu Nakamura
917,4,O,Antoine Gourlay
918,1,O,Eugene Platonov
919,8,O,Alex Cruise
920,62,M,Hubert Plociniczak
921,2,O,eugene yokota
922,1,O,杨博 (Yang Bo)
923,2,O,Stefan Zeiger
924,15,O,Daniel Capo Sobral
925,3,O,Kota Mizushima
926,82,O,Som Snytt
927,544,M,Eugene Burmako
928,219,M,Grzegorz Kossakowski
929,423,O,Lex Spoon
930,2,O,Jan Niehusmann
931,1,O,Robin Green
932,1,O,Sébastien Doeraene
933,15,O,François Garillot
934,582,O,Iulian Dragos
935,17,O,Vojin Jovanovic
936,102,O,
937,7,O,Christopher Vogt
938,4,O,Simon Schäfer
939,3,O,Erik Rozendaal
940,1,O,Mads Hartmann Jensen
941,1515,O,Martin Odersky
942,256,M,Lukas Rytz
943,1,O,Josh Marcus
944,89,O,Vlad Ureche
945,91,O,Miguel Garcia
946,10,O,Erik Osheim
947,110,O,Aleksandar Prokopec
948,66,O,Miles Sabin
949,1,O,Michael Schmitz
950,5,O,Pavel E. Pavlov
951,2,O,Leif Wickland
952,25,O,Tiark Rompf
953,2,O,Damien
954,1,O,Cristian Talau
955,1,O,Manohar Jonnalagedda
956,1,O,David Andrzejewski
957,18,O,Dominik Gruntz
958,1,O,David Hall
959,3,O,Dmitry Nadezhin
960,1,O,Étienne Vallette d'Osia
961,2,O,Alex Clare
962,1,O,haraldme
963,3,O,Juha Heljoranta
964,4,O,Ingo Maier
965,19,O,Rüdiger Klaehn
966,1,O,Julien Richard-Foy
967,1,O,Sebastian Meßmer
968,14,O,Jean-Remi Desjardins
969,1,O,George Kollias
970,112,M,James Iry
971,3,O,Vinicius Miana
972,1,O,Cody Mello
973,2,O,Bjorn Regnell
974,2,O,Martin McNulty
975,1,O,Robert Ladstätter
976,4,O,Rex Kerr
977,1,O,jinfu-leng
978,20,O,James Iry
979,2,O,Luke Cycon
980,10,O,Christopher Hodapp
981,7,O,Raphael Jolly
982,3,O,Andrew Phillips
983,1,O,Lee Mighdoll
984,1,O,Connor Doyle
985,1,O,Dan Garrette
986,1,O,ybr
987,1,O,Jacek K
988,1745,O,michelou
989,6,O,Aleksandar Pokopec
