PQID,CMT,UNM,CAT
1030,1,Gavin Andresen,M
1032,2,Pieter Wuille,M
1033,1,Ivan De Marino,M
1034,2,Pieter Wuille,M
1035,1,Philip Kaufmann,M
1036,5,Pieter Wuille,M
1037,1,Gavin Andresen,M
1040,1,Pieter Wuille,M
1042,1,Pieter Wuille,M
1045,1,Philip Kaufmann,M
1050,1,Philip Kaufmann,M
1053,1,Philip Kaufmann,M
1057,6,Gavin Andresen,M
1060,6,Ivan De Marino,M
1064,6,Gavin Andresen,M
1068,1,Philip Kaufmann,M
1071,1,Philip Kaufmann,M
1075,1,Pieter Wuille,M
1077,2,Matt Corallo,M
1084,2,Gavin Andresen,M
1086,1,Philip Kaufmann,M
1088,2,Gavin Andresen,M
1089,1,Ivan De Marino,M
1090,2,Philip Kaufmann,M
1093,1,Philip Kaufmann,M
1094,1,Ivan De Marino,M
1095,1,Philip Kaufmann,M
1100,1,Philip Kaufmann,M
1103,1,Philip Kaufmann,M
1109,1,Ivan De Marino,M
1111,1,Gavin Andresen,M
1113,4,Ivan De Marino,M
1114,1,Pieter Wuille,M
1119,2,Ivan De Marino,M
1126,1,Philip Kaufmann,M
1128,5,Ivan De Marino,M
1130,2,Ivan De Marino,M
1150,3,Ivan De Marino,M
1154,1,Ivan De Marino,M
1156,3,Ivan De Marino,M
1160,1,Ivan De Marino,M
1161,4,Ivan De Marino,M
1163,1,Ivan De Marino,M
1165,1,Ivan De Marino,M
1170,11,Ivan De Marino,M
1188,4,Ivan De Marino,M
1190,2,Ivan De Marino,M
1191,2,Ivan De Marino,M
1193,1,Ivan De Marino,M
1195,28,Ivan De Marino,M
1199,5,Ivan De Marino,M
1210,2,Ivan De Marino,M
1217,16,Ivan De Marino,M
1224,1,Ivan De Marino,M
1226,6,Ivan De Marino,M
1236,1,Ivan De Marino,M
1248,2,Ivan De Marino,M
1253,15,Ivan De Marino,M
1262,7,Ivan De Marino,M
1264,8,Ivan De Marino,M
1265,1,Ivan De Marino,M
1267,1,Ivan De Marino,M
1274,1,Gavin Andresen,M
1286,1,Philip Kaufmann,M
1290,1,Philip Kaufmann,M
1291,1,Philip Kaufmann,M
1292,1,Pieter Wuille,M
1299,3,Pieter Wuille,M
1302,22,Winston Chang,M
1304,1,Gavin Andresen,M
1306,1,Philip Kaufmann,M
1308,1,Philip Kaufmann,M
1329,1,Gavin Andresen,M
1334,1,Pieter Wuille,M
1341,1,Pieter Wuille,M
1347,1,Philip Kaufmann,M
1349,1,Philip Kaufmann,M
1362,15,Winston Chang,M
1365,1,Philip Kaufmann,M
1366,2,Philip Kaufmann,M
1370,1,Philip Kaufmann,M
1371,1,Gavin Andresen,M
1374,22,Gavin Andresen,M
1375,8,Winston Chang,M
1383,1,Philip Kaufmann,M
1386,1,Philip Kaufmann,M
1387,1,Pieter Wuille,M
1388,8,Pieter Wuille,M
1391,1,Pieter Wuille,M
1392,1,Philip Kaufmann,M
1396,2,Pieter Wuille,M
1398,1,Philip Kaufmann,M
1400,1,Philip Kaufmann,M
1401,2,Luke-Jr,M
1402,1,Luke-Jr,M
1403,1,Pieter Wuille,M
1405,1,Gavin Andresen,M
1408,1,Philip Kaufmann,M
1409,1,Wladimir J. van der Laan,M
1410,1,Philip Kaufmann,M
1411,1,Philip Kaufmann,M
1412,1,Philip Kaufmann,M
1415,1,Luke-Jr,M
1416,1,Pieter Wuille,M
1417,1,Luke-Jr,M
1418,1,Philip Kaufmann,M
1419,1,Philip Kaufmann,M
1421,1,Pieter Wuille,M
1423,1,Philip Kaufmann,M
1427,1,Philip Kaufmann,M
1428,1,Philip Kaufmann,M
1430,1,Philip Kaufmann,M
1434,1,Philip Kaufmann,M
1441,1,Pieter Wuille,M
1442,1,Pieter Wuille,M
1443,1,Pieter Wuille,M
1444,1,Pieter Wuille,M
1445,1,Philip Kaufmann,M
1446,1,Philip Kaufmann,M
1448,1,Pieter Wuille,M
1449,1,Pieter Wuille,M
1452,1,Matt Corallo,M
1453,4,Matt Corallo,M
1454,1,Pieter Wuille,M
1455,2,Pieter Wuille,M
1456,1,Philip Kaufmann,M
1458,1,Wladimir J. van der Laan,M
1460,1,Philip Kaufmann,M
1463,5,Pieter Wuille,M
1466,4,Pieter Wuille,M
1467,1,Philip Kaufmann,M
1468,1,Philip Kaufmann,M
1470,1,Pieter Wuille,M
1471,1,Pieter Wuille,M
1472,30,Pieter Wuille,M
1473,1,Pieter Wuille,M
1475,1,Luke-Jr,M
1476,1,Luke-Jr,M
1480,1,Wladimir J. van der Laan,M
1483,2,Philip Kaufmann,M
1484,1,Wladimir J. van der Laan,M
1486,1,Gavin Andresen,M
1488,1,Philip Kaufmann,M
1489,1,Philip Kaufmann,M
1490,1,Pieter Wuille,M
1491,1,Philip Kaufmann,M
1492,1,Philip Kaufmann,M
1493,1,Gavin Andresen,M
1494,2,Wladimir J. van der Laan,M
1495,2,Wladimir J. van der Laan,M
1496,1,Wladimir J. van der Laan,M
1497,1,Wladimir J. van der Laan,M
1498,1,Wladimir J. van der Laan,M
1501,1,Philip Kaufmann,M
1504,3,Wladimir J. van der Laan,M
1505,1,Philip Kaufmann,M
1508,1,Wladimir J. van der Laan,M
1509,1,Philip Kaufmann,M
1511,1,Pieter Wuille,M
1514,1,Pieter Wuille,M
1515,35,Luke-Jr,M
1524,1,Philip Kaufmann,M
1530,1,Philip Kaufmann,M
1531,1,Philip Kaufmann,M
1532,1,Philip Kaufmann,M
1536,1,Gavin Andresen,M
1538,1,Philip Kaufmann,M
1539,1,Philip Kaufmann,M
1546,1,Gavin Andresen,M
1550,1,Pieter Wuille,M
1551,1,Gavin Andresen,M
1552,4,Gavin Andresen,M
1555,1,Luke-Jr,M
1557,1,Philip Kaufmann,M
1558,1,Wladimir J. van der Laan,M
1560,1,Wladimir J. van der Laan,M
1561,4,Wladimir J. van der Laan,M
1563,1,Luke-Jr,M
1564,1,Luke-Jr,M
1565,1,Luke-Jr,M
1566,1,Philip Kaufmann,M
1568,1,Luke-Jr,M
1570,2,Matt Corallo,M
1572,1,Philip Kaufmann,M
1574,1,Philip Kaufmann,M
1575,1,Philip Kaufmann,M
1578,2,Gavin Andresen,M
1581,1,Philip Kaufmann,M
1587,1,Philip Kaufmann,M
1588,1,Luke-Jr,M
1589,1,Wladimir J. van der Laan,M
1590,5,Luke-Jr,M
1591,1,Philip Kaufmann,M
1592,1,Luke-Jr,M
1594,1,Philip Kaufmann,M
1595,1,Philip Kaufmann,M
1596,2,Wladimir J. van der Laan,M
1598,1,Philip Kaufmann,M
1600,1,Wladimir J. van der Laan,M
1601,1,Philip Kaufmann,M
1602,1,Wladimir J. van der Laan,M
1604,1,Pieter Wuille,M
1606,2,Gavin Andresen,M
1608,1,Pieter Wuille,M
1615,1,Philip Kaufmann,M
1616,1,Philip Kaufmann,M
1617,1,Luke-Jr,M
1618,1,Matt Corallo,M
1619,2,Gavin Andresen,M
1622,1,Wladimir J. van der Laan,M
1623,1,Wladimir J. van der Laan,M
1624,1,Philip Kaufmann,M
1625,1,Pieter Wuille,M
1628,1,Wladimir J. van der Laan,M
1629,1,Pieter Wuille,M
1634,2,Philip Kaufmann,M
1635,1,Wladimir J. van der Laan,M
1636,1,Wladimir J. van der Laan,M
1637,2,Wladimir J. van der Laan,M
1638,1,Gavin Andresen,M
1639,1,Pieter Wuille,M
1640,1,Pieter Wuille,M
1642,1,Philip Kaufmann,M
1644,1,Gavin Andresen,M
1645,1,Gavin Andresen,M
1646,1,Gavin Andresen,M
1647,1,Philip Kaufmann,M
1648,1,Philip Kaufmann,M
1651,1,Matt Corallo,M
1652,1,Philip Kaufmann,M
1653,1,Philip Kaufmann,M
1654,1,Philip Kaufmann,M
1656,1,Philip Kaufmann,M
1658,29,Luke-Jr,M
1660,1,Wladimir J. van der Laan,M
1662,4,Matt Corallo,M
1665,3,Matt Corallo,M
1666,1,Philip Kaufmann,M
1667,1,Philip Kaufmann,M
1668,3,Luke-Jr,M
1669,1,Philip Kaufmann,M
1670,4,Luke-Jr,M
1671,3,Winston Chang,M
1672,1,Philip Kaufmann,M
1675,2,Philip Kaufmann,M
1676,1,Philip Kaufmann,M
1679,1,Gavin Andresen,M
1681,1,Wladimir J. van der Laan,M
1684,1,Philip Kaufmann,M
1685,1,Philip Kaufmann,M
1687,1,Luke-Jr,M
1690,1,Philip Kaufmann,M
1691,1,Philip Kaufmann,M
1694,1,Luke-Jr,M
1695,1,Philip Kaufmann,M
1700,2,Gavin Andresen,M
1701,1,Wladimir J. van der Laan,M
1702,1,Philip Kaufmann,M
1703,1,Philip Kaufmann,M
1708,1,Philip Kaufmann,M
1709,1,Philip Kaufmann,M
1710,1,Philip Kaufmann,M
1711,2,Gavin Andresen,M
1712,1,Philip Kaufmann,M
1713,1,Philip Kaufmann,M
1714,2,Luke-Jr,M
1715,1,Philip Kaufmann,M
1716,1,Philip Kaufmann,M
1717,1,Wladimir J. van der Laan,M
1718,1,Philip Kaufmann,M
1719,1,Wladimir J. van der Laan,M
1721,1,Wladimir J. van der Laan,M
1722,1,Philip Kaufmann,M
1725,1,Philip Kaufmann,M
1726,1,Pieter Wuille,M
1727,1,Philip Kaufmann,M
1730,1,Philip Kaufmann,M
1731,1,Matt Corallo,M
1733,1,Matt Corallo,M
1734,1,Matt Corallo,M
1735,1,Matt Corallo,M
1736,1,Matt Corallo,M
1737,1,Philip Kaufmann,M
1739,5,Matt Corallo,M
1740,1,Matt Corallo,M
1742,2,Matt Corallo,M
1744,1,Philip Kaufmann,M
1748,1,Philip Kaufmann,M
1754,4,Matt Corallo,M
1758,1,Matt Corallo,M
1759,1,Philip Kaufmann,M
1760,1,Philip Kaufmann,M
1761,1,Philip Kaufmann,M
1762,1,Philip Kaufmann,M
1774,1,Luke-Jr,M
1776,1,Philip Kaufmann,M
1779,1,Luke-Jr,M
1781,1,Pieter Wuille,M
1783,47,Matt Corallo,M
1785,1,Luke-Jr,M
1789,1,Philip Kaufmann,M
1790,1,Philip Kaufmann,M
1792,1,Philip Kaufmann,M
1796,1,Philip Kaufmann,M
1797,1,Philip Kaufmann,M
1798,1,Pieter Wuille,M
1799,1,Wladimir J. van der Laan,M
1800,1,Wladimir J. van der Laan,M
1802,4,Gavin Andresen,M
1804,1,Philip Kaufmann,M
1805,1,Wladimir J. van der Laan,M
1806,1,Philip Kaufmann,M
1807,1,Matt Corallo,M
1808,1,Philip Kaufmann,M
1809,1,Wladimir J. van der Laan,M
1810,1,Wladimir J. van der Laan,M
1811,1,Matt Corallo,M
1812,1,Philip Kaufmann,M
1815,1,Matt Corallo,M
1818,3,Luke-Jr,M
1819,22,Matt Corallo,M
1822,1,Matt Corallo,M
1823,1,Philip Kaufmann,M
1824,1,Philip Kaufmann,M
1825,1,Philip Kaufmann,M
1826,1,Philip Kaufmann,M
1827,1,Philip Kaufmann,M
1830,1,Philip Kaufmann,M
1832,1,Matt Corallo,M
1836,2,Matt Corallo,M
1838,1,Philip Kaufmann,M
1840,1,Luke-Jr,M
1844,3,Luke-Jr,M
1845,3,Gavin Andresen,M
1847,1,Philip Kaufmann,M
1848,1,Philip Kaufmann,M
1853,1,Gavin Andresen,M
1854,1,Wladimir J. van der Laan,M
1862,1,Pieter Wuille,M
1863,1,Philip Kaufmann,M
1866,1,Philip Kaufmann,M
1867,1,Philip Kaufmann,M
1868,1,Philip Kaufmann,M
1869,1,Wladimir J. van der Laan,M
1872,1,Luke-Jr,M
1873,2,Pieter Wuille,M
1874,1,Luke-Jr,M
1876,1,Philip Kaufmann,M
1880,6,Gavin Andresen,M
1881,1,Luke-Jr,M
1883,1,Wladimir J. van der Laan,M
1884,1,Philip Kaufmann,M
1893,1,Wladimir J. van der Laan,M
1897,1,Philip Kaufmann,M
1900,2,Wladimir J. van der Laan,M
1903,1,Wladimir J. van der Laan,M
1904,1,Philip Kaufmann,M
1905,1,Philip Kaufmann,M
1906,1,Wladimir J. van der Laan,M
1907,1,Philip Kaufmann,M
1908,1,Philip Kaufmann,M
1910,1,Pieter Wuille,M
1914,1,Philip Kaufmann,M
1919,1,Wladimir J. van der Laan,M
1920,1,Wladimir J. van der Laan,M
1922,3,Pieter Wuille,M
1924,1,Philip Kaufmann,M
1929,1,Pieter Wuille,M
1934,1,Pieter Wuille,M
1935,1,Wladimir J. van der Laan,M
1936,1,Wladimir J. van der Laan,M
1939,1,Philip Kaufmann,M
1940,1,Philip Kaufmann,M
1941,1,Philip Kaufmann,M
1942,4,Pieter Wuille,M
1944,1,Wladimir J. van der Laan,M
1945,2,Wladimir J. van der Laan,M
1946,1,Philip Kaufmann,M
1947,1,Philip Kaufmann,M
1948,1,Philip Kaufmann,M
1949,1,Wladimir J. van der Laan,M
1951,1,Philip Kaufmann,M
1952,1,Philip Kaufmann,M
1953,1,Wladimir J. van der Laan,M
1954,3,Pieter Wuille,M
1955,1,Philip Kaufmann,M
1956,1,Philip Kaufmann,M
1957,1,Philip Kaufmann,M
1958,1,Pieter Wuille,M
1960,2,Pieter Wuille,M
1961,1,Philip Kaufmann,M
1962,1,Philip Kaufmann,M
1963,1,Philip Kaufmann,M
1965,3,Luke-Jr,M
1966,2,Wladimir J. van der Laan,M
1967,6,Luke-Jr,M
1968,1,Philip Kaufmann,M
1969,1,Philip Kaufmann,M
1971,1,Philip Kaufmann,M
1973,1,Matt Corallo,M
1974,1,Pieter Wuille,M
1975,1,Philip Kaufmann,M
1976,1,Philip Kaufmann,M
1977,1,Philip Kaufmann,M
1978,2,Wladimir J. van der Laan,M
1979,1,Luke-Jr,M
1982,1,Matt Corallo,M
1983,1,Philip Kaufmann,M
1985,1,Wladimir J. van der Laan,M
1987,3,Pieter Wuille,M
1988,1,Philip Kaufmann,M
1989,4,Wladimir J. van der Laan,M
1990,1,Philip Kaufmann,M
1991,1,Philip Kaufmann,M
1993,1,Philip Kaufmann,M
1994,1,Philip Kaufmann,M
1995,1,Wladimir J. van der Laan,M
1996,1,Wladimir J. van der Laan,M
1998,1,Luke-Jr,M
1999,1,Pieter Wuille,M
2000,1,Philip Kaufmann,M
2001,1,Wladimir J. van der Laan,M
2003,1,Philip Kaufmann,M
2004,1,Matt Corallo,M
2006,1,Philip Kaufmann,M
2008,1,Wladimir J. van der Laan,M
2009,1,Philip Kaufmann,M
2010,1,Philip Kaufmann,M
2012,1,Philip Kaufmann,M
2013,1,Philip Kaufmann,M
2014,2,Philip Kaufmann,M
2017,1,Wladimir J. van der Laan,M
2018,1,Pieter Wuille,M
2021,1,Gavin Andresen,M
2026,1,Philip Kaufmann,M
2028,1,Luke-Jr,M
2030,1,Pieter Wuille,M
2031,1,Wladimir J. van der Laan,M
2032,3,Wladimir J. van der Laan,M
2033,3,Luke-Jr,M
2035,2,Pieter Wuille,M
2037,1,Gavin Andresen,M
2039,1,Pieter Wuille,M
2040,1,Pieter Wuille,M
2041,2,Wladimir J. van der Laan,M
2042,1,Pieter Wuille,M
2043,3,Luke-Jr,M
2044,2,Pieter Wuille,M
2045,1,Pieter Wuille,M
2048,9,Wladimir J. van der Laan,M
2052,1,Luke-Jr,M
2053,1,Wladimir J. van der Laan,M
2054,1,Wladimir J. van der Laan,M
2058,1,Wladimir J. van der Laan,M
2059,1,Philip Kaufmann,M
2060,1,Wladimir J. van der Laan,M
2061,1,Wladimir J. van der Laan,M
2063,1,Pieter Wuille,M
2065,1,Wladimir J. van der Laan,M
2073,1,Pieter Wuille,M
2075,1,Wladimir J. van der Laan,M
2081,1,Luke-Jr,M
2092,1,Luke-Jr,M
2096,1,Pieter Wuille,M
2097,1,Philip Kaufmann,M
2100,1,Gavin Andresen,M
2102,1,Gavin Andresen,M
2104,1,Pieter Wuille,M
2106,2,Philip Kaufmann,M
2108,1,Gavin Andresen,M
2110,1,Gavin Andresen,M
2113,1,Gavin Andresen,M
2115,2,Pieter Wuille,M
2117,1,Philip Kaufmann,M
2125,1,Wladimir J. van der Laan,M
2135,1,Philip Kaufmann,M
2140,10,Wladimir J. van der Laan,M
2144,1,Pieter Wuille,M
2149,1,Philip Kaufmann,M
2153,1,Pieter Wuille,M
2154,1,Gavin Andresen,M
2156,1,Gavin Andresen,M
2158,1,Gavin Andresen,M
2159,1,Philip Kaufmann,M
2169,1,Philip Kaufmann,M
2172,1,Philip Kaufmann,M
2174,1,Philip Kaufmann,M
2177,1,Pieter Wuille,M
2179,1,Gavin Andresen,M
2181,1,Gavin Andresen,M
2183,1,Pieter Wuille,M
2186,1,Luke-Jr,M
2188,1,Philip Kaufmann,M
2193,1,Luke-Jr,M
2195,1,Matt Corallo,M
2198,1,Matt Corallo,M
2203,1,Wladimir J. van der Laan,M
2212,1,Luke-Jr,M
2213,3,Philip Kaufmann,M
2214,1,Pieter Wuille,M
2216,1,Pieter Wuille,M
2217,1,Matt Corallo,M
2219,1,Pieter Wuille,M
2221,4,Philip Kaufmann,M
2224,1,Gavin Andresen,M
2226,1,Wladimir J. van der Laan,M
2228,1,Philip Kaufmann,M
2236,1,Pieter Wuille,M
2238,1,Philip Kaufmann,M
2239,1,Wladimir J. van der Laan,M
2240,1,Gavin Andresen,M
2242,2,Philip Kaufmann,M
2243,2,Philip Kaufmann,M
2244,1,Matt Corallo,M
2245,1,Pieter Wuille,M
2246,1,Wladimir J. van der Laan,M
2247,1,Pieter Wuille,M
2249,1,Luke-Jr,M
2250,1,Philip Kaufmann,M
2251,1,Wladimir J. van der Laan,M
2254,1,Luke-Jr,M
2258,1,Luke-Jr,M
2265,1,Matt Corallo,M
2266,1,Gavin Andresen,M
2271,4,Gavin Andresen,M
2272,1,Wladimir J. van der Laan,M
2273,1,Pieter Wuille,M
2274,1,Pieter Wuille,M
2276,1,Wladimir J. van der Laan,M
2277,1,Pieter Wuille,M
2278,2,Luke-Jr,M
2283,2,Gavin Andresen,M
2284,1,Matt Corallo,M
2285,3,Luke-Jr,M
2286,1,Luke-Jr,M
2287,1,Luke-Jr,M
2289,1,Pieter Wuille,M
2290,1,Pieter Wuille,M
2291,1,Luke-Jr,M
2293,1,Pieter Wuille,M
2294,1,Pieter Wuille,M
2295,1,Pieter Wuille,M
2296,1,Pieter Wuille,M
2297,1,Pieter Wuille,M
2298,1,Wladimir J. van der Laan,M
2299,1,Pieter Wuille,M
2300,3,Pieter Wuille,M
2301,1,Pieter Wuille,M
2302,1,Matt Corallo,M
2303,1,Wladimir J. van der Laan,M
2304,1,Wladimir J. van der Laan,M
2305,1,Wladimir J. van der Laan,M
2307,1,Wladimir J. van der Laan,M
2308,2,Wladimir J. van der Laan,M
2310,1,Gavin Andresen,M
2312,1,Pieter Wuille,M
2313,3,Matt Corallo,M
2314,1,Pieter Wuille,M
2316,2,Wladimir J. van der Laan,M
2320,2,Pieter Wuille,M
2321,3,Pieter Wuille,M
2322,1,Pieter Wuille,M
2324,1,Pieter Wuille,M
2325,1,Pieter Wuille,M
